Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","356","India","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2018","2018","%","16.031631","X","Figure from international organizations",""
"MK","Macro Indicators","356","India","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2019","2019","million USD","478337.822121","X","Figure from international organizations",""
"MK","Macro Indicators","356","India","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2019","2019","%","16.755568","X","Figure from international organizations",""
"MK","Macro Indicators","356","India","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","million USD","500201.221948","X","Figure from international organizations",""
"MK","Macro Indicators","356","India","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","%","18.668538","X","Figure from international organizations",""
"MK","Macro Indicators","356","India","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2021","2021","million USD","554597.23845","X","Figure from international organizations",""
"MK","Macro Indicators","356","India","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2021","2021","%","17.372562","X","Figure from international organizations",""
"MK","Macro Indicators","356","India","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2022","2022","million USD","570484.931007","X","Figure from international organizations",""
"MK","Macro Indicators","356","India","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2022","2022","%","16.639431","X","Figure from international organizations",""
"MK","Macro Indicators","356","India","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2023","2023","million USD","572065.899747","X","Figure from international organizations",""
"MK","Macro Indicators","356","India","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2023","2023","%","15.998362","X","Figure from international organizations",""
"MK","Macro Indicators","356","India","6110","Value US$","22010","Value Added (Agriculture)","2011","2011","million USD","280580.954588","E","Estimated value",""
"MK","Macro Indicators","356","India","61570","Share of GDP Standard Local Currency","22010","Value Added (Agriculture)","2011","2011","%","14.988955","E","Estimated value",""
"MK","Macro Indicators","356","India","6110","Value US$","22010","Value Added (Agriculture)","2012","2012","million USD","272775.594253","E","Estimated value",""
"MK","Macro Indicators","356","India","61570","Share of GDP Standard Local Currency","22010","Value Added (Agriculture)","2012","2012","%","14.658441","E","Estimated value",""
"MK","Macro Indicators","356","India","6110","Value US$","22010","Value Added (Agriculture)","2013","2013","million USD","285250.741014","E","Estimated value",""
"MK","Macro Indicators","356","India","61570","Share of GDP Standard Local Currency","22010","Value Added (Agriculture)","2013","2013","%","14.879643","E","Estimated value",""
"MK","Macro Indicators","356","India","6110","Value US$","22010","Value Added (Agriculture)","2014","2014","million USD","295477.44657","E","Estimated value",""
"MK","Macro Indicators","356","India","61570","Share of GDP Standard Local Currency","22010","Value Added (Agriculture)","2014","2014","%","14.463349","E","Estimated value",""
"MK","Macro Indicators","356","India","6110","Value US$","22010","Value Added (Agriculture)","2015","2015","million USD","297793.279361","E","Estimated value",""
"MK","Macro Indicators","356","India","61570","Share of GDP Standard Local Currency","22010","Value Added (Agriculture)","2015","2015","%","13.871764","E","Estimated value",""
"MK","Macro Indicators","356","India","6110","Value US$","22010","Value Added (Agriculture)","2016","2016","million USD","321250.832465","E","Estimated value",""
"MK","Macro Indicators","356","India","61570","Share of GDP Standard Local Currency","22010","Value Added (Agriculture)","2016","2016","%","14.024828","E","Estimated value",""
"MK","Macro Indicators","356","India","6110","Value US$","22010","Value Added (Agriculture)","2017","2017","million USD","371450.952928","E","Estimated value",""
"MK","Macro Indicators","356","India","61570","Share of GDP Standard Local Currency","22010","Value Added (Agriculture)","2017","2017","%","14.15413","E","Estimated value",""
"MK","Macro Indicators","356","India","6110","Value US$","22010","Value Added (Agriculture)","2018","2018","million USD","374733.880494","E","Estimated value",""
"MK","Macro Indicators","356","India","61570","Share of GDP Standard Local Currency","22010","Value Added (Agriculture)","2018","2018","%","13.559947","E","Estimated value",""
"MK","Macro Indicators","356","India","6110","Value US$","22010","Value Added (Agriculture)","2019","2019","million USD","408735.960363","E","Estimated value",""
"MK","Macro Indicators","356","India","61570","Share of GDP Standard Local Currency","22010","Value Added (Agriculture)","2019","2019","%","14.317503","E","Estimated value",""
"MK","Macro Indicators","356","India","6110","Value US$","22010","Value Added (Agriculture)","2020","2020","million USD","431175.001527","E","Estimated value",""
"MK","Macro Indicators","356","India","61570","Share of GDP Standard Local Currency","22010","Value Added (Agriculture)","2020","2020","%","16.092337","E","Estimated value",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1980","1980","million USD","17390.506742","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1980","1980","%","20.509832","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1981","1981","million USD","20940.594564","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1981","1981","%","19.455531","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1982","1982","million USD","21993.102987","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1982","1982","%","19.903675","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1983","1983","million USD","18869.330757","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1983","1983","%","18.89464","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1984","1984","million USD","19222.656665","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1984","1984","%","18.75566","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1985","1985","million USD","19577.859309","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1985","1985","%","19.161915","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1986","1986","million USD","18728.251653","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1986","1986","%","19.996709","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1987","1987","million USD","17106.125152","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1987","1987","%","19.258471","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1988","1988","million USD","19279.612214","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1988","1988","%","18.562222","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1989","1989","million USD","21221.520939","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1989","1989","%","17.880664","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1990","1990","million USD","21450.730118","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1990","1990","%","16.025036","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1991","1991","million USD","22598.724819","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1991","1991","%","15.072438","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1992","1992","million USD","25095.283699","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1992","1992","%","15.42048","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1993","1993","million USD","27284.574753","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1993","1993","%","14.761292","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1994","1994","million USD","29532.06889","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1994","1994","%","14.271405","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1995","1995","million USD","33456.6991","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1995","1995","%","14.149226","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1996","1996","million USD","36611.176707","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1996","1996","%","13.764594","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1997","1997","million USD","33530.598285","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1997","1997","%","13.285418","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1998","1998","million USD","16668.808961","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1998","1998","%","14.929038","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1999","1999","million USD","26518.635093","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1999","1999","%","16.192046","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2000","2000","million USD","24987.988055","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2000","2000","%","14.221782","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2001","2001","million USD","23809.978932","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2001","2001","%","13.93765","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2002","2002","million USD","29351.212962","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2002","2002","%","14.089146","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2003","2003","million USD","34600.720794","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2003","2003","%","13.842037","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2004","2004","million USD","35734.834284","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2004","2004","%","13.067617","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2005","2005","million USD","36419.295814","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2005","2005","%","11.965395","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2006","2006","million USD","45905.104582","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2006","2006","%","11.826097","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2007","2007","million USD","57539.175835","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2007","2007","%","12.503283","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2008","2008","million USD","71713.019825","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2008","2008","%","13.200646","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2009","2009","million USD","80076.03285","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2009","2009","%","13.938262","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2010","2010","million USD","105178.67135","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2010","2010","%","13.929213","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2011","2011","million USD","120660.54889","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2011","2011","%","13.512287","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2012","2012","million USD","122755.685725","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2012","2012","%","13.373974","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2013","2013","million USD","121883.103724","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2013","2013","%","13.356699","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2014","2014","million USD","118805.781439","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2014","2014","%","13.336755","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2015","2015","million USD","116151.993174","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2015","2015","%","13.492644","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2016","2016","million USD","125605.406665","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2016","2016","%","13.478749","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2017","2017","million USD","133621.208976","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2017","2017","%","13.156631","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2018","2018","million USD","133499.323853","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2018","2018","%","12.808498","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2019","2019","million USD","142266.719993","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2019","2019","%","12.712603","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","million USD","145073.719803","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","%","13.698414","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2021","2021","million USD","157570.493809","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2021","2021","%","13.280169","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2022","2022","million USD","163563.932038","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2022","2022","%","12.399884","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2023","2023","million USD","171798.242099","X","Figure from international organizations",""
"MK","Macro Indicators","360","Indonesia","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2023","2023","%","12.529307","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1980","1980","million USD","2748.487126","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1980","1980","%","46.543303","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1981","1981","million USD","2815.657946","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1981","1981","%","47.412232","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1982","1982","million USD","2895.163489","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1982","1982","%","47.678709","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1983","1983","million USD","2978.620326","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1983","1983","%","47.590215","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1984","1984","million USD","3106.60853","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1984","1984","%","48.127436","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1985","1985","million USD","3183.891161","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1985","1985","%","48.193137","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1986","1986","million USD","2505.45436","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1986","1986","%","50.201599","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1987","1987","million USD","2714.988199","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1987","1987","%","55.300009","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1988","1988","million USD","2584.842803","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1988","1988","%","57.36789","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1989","1989","million USD","2767.953662","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1989","1989","%","57.007524","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1990","1990","million USD","2965.484931","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1990","1990","%","57.259068","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1991","1991","million USD","3129.17253","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1991","1991","%","58.825923","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1992","1992","million USD","3609.988817","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1992","1992","%","60.507227","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1993","1993","million USD","4080.780438","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1993","1993","%","63.009095","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1994","1994","million USD","4476.195123","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1994","1994","%","62.961373","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1995","1995","million USD","4656.568254","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1995","1995","%","59.985547","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1996","1996","million USD","5056.04863","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1996","1996","%","60.08927","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1997","1997","million USD","5375.826564","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1997","1997","%","59.446949","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1998","1998","million USD","3499.209897","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1998","1998","%","59.04987","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1999","1999","million USD","3939.663772","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","1999","1999","%","59.913163","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2000","2000","million USD","4164.303527","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2000","2000","%","57.238721","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2001","2001","million USD","4356.614446","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2001","2001","%","57.069184","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2002","2002","million USD","5654.114286","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2002","2002","%","54.528319","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2003","2003","million USD","5024.045016","X","Figure from international organizations",""
"MK","Macro Indicators","104","Myanmar","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2003","2003","%","50.62057","X","Figure from international organizations",""
