Domain Code,Domain,Area Code (M49),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Element Code,Element,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21152","Share of employees in agriculture in total employees","1","Total","1987","1987","6121","Value","3018","Employment surveys","%","5.53","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21152","Share of employees in agriculture in total employees","1","Total","1988","1988","6121","Value","3018","Employment surveys","%","5.44","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21152","Share of employees in agriculture in total employees","1","Total","1989","1989","6121","Value","3018","Employment surveys","%","5.47","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21152","Share of employees in agriculture in total employees","1","Total","1990","1990","6121","Value","3018","Employment surveys","%","5.4","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21152","Share of employees in agriculture in total employees","1","Total","1991","1991","6121","Value","3018","Employment surveys","%","5.41","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21152","Share of employees in agriculture in total employees","1","Total","1992","1992","6121","Value","3018","Employment surveys","%","5.49","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21152","Share of employees in agriculture in total employees","1","Total","1993","1993","6121","Value","3018","Employment surveys","%","5.44","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21152","Share of employees in agriculture in total employees","1","Total","1995","1995","6121","Value","3018","Employment surveys","%","5.14","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21152","Share of employees in agriculture in total employees","1","Total","1996","1996","6121","Value","3018","Employment surveys","%","5.22","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21152","Share of employees in agriculture in total employees","1","Total","1997","1997","6121","Value","3018","Employment surveys","%","5.11","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21152","Share of employees in agriculture in total employees","1","Total","1998","1998","6121","Value","3018","Employment surveys","%","5.09","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21152","Share of employees in agriculture in total employees","1","Total","1999","1999","6121","Value","3018","Employment surveys","%","4.93","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21152","Share of employees in agriculture in total employees","1","Total","2001","2001","6121","Value","3018","Employment surveys","%","5.16","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21152","Share of employees in agriculture in total employees","1","Total","2002","2002","6121","Value","3018","Employment surveys","%","4.92","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21152","Share of employees in agriculture in total employees","1","Total","2003","2003","6121","Value","3018","Employment surveys","%","5.19","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21152","Share of employees in agriculture in total employees","1","Total","2004","2004","6121","Value","3018","Employment surveys","%","5.33","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2000","2000","6199","Value","3044","FAO Model","1000 No","275684.9","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2001","2001","6199","Value","3044","FAO Model","1000 No","275259.1","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2002","2002","6199","Value","3044","FAO Model","1000 No","274743.6","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2003","2003","6199","Value","3044","FAO Model","1000 No","272915.3","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2004","2004","6199","Value","3044","FAO Model","1000 No","270715.6","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2005","2005","6199","Value","3044","FAO Model","1000 No","268530.5","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2006","2006","6199","Value","3044","FAO Model","1000 No","272927.6","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2007","2007","6199","Value","3044","FAO Model","1000 No","276723.7","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2008","2008","6199","Value","3044","FAO Model","1000 No","281219.8","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2009","2009","6199","Value","3044","FAO Model","1000 No","284373.9","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2010","2010","6199","Value","3044","FAO Model","1000 No","287436.1","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2011","2011","6199","Value","3044","FAO Model","1000 No","280529","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2012","2012","6199","Value","3044","FAO Model","1000 No","273384.8","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2013","2013","6199","Value","3044","FAO Model","1000 No","273613.2","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2014","2014","6199","Value","3044","FAO Model","1000 No","273186.5","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2015","2015","6199","Value","3044","FAO Model","1000 No","272393.8","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2016","2016","6199","Value","3044","FAO Model","1000 No","270843.6","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2017","2017","6199","Value","3044","FAO Model","1000 No","269295","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2018","2018","6199","Value","3044","FAO Model","1000 No","267308.5","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2019","2019","6199","Value","3044","FAO Model","1000 No","270705.4","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2020","2020","6199","Value","3044","FAO Model","1000 No","282819.4","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21160","Total employment in agrifood systems (AFS)","1","Total","2021","2021","6199","Value","3044","FAO Model","1000 No","293109.5","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2000","2000","6199","Value","3044","FAO Model","1000 No","59313.35","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2001","2001","6199","Value","3044","FAO Model","1000 No","60377.5","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2002","2002","6199","Value","3044","FAO Model","1000 No","61406.9","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2003","2003","6199","Value","3044","FAO Model","1000 No","62351","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2004","2004","6199","Value","3044","FAO Model","1000 No","63242.06","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2005","2005","6199","Value","3044","FAO Model","1000 No","64097.05","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2006","2006","6199","Value","3044","FAO Model","1000 No","64913.66","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2007","2007","6199","Value","3044","FAO Model","1000 No","65700.39","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2008","2008","6199","Value","3044","FAO Model","1000 No","66521.58","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2009","2009","6199","Value","3044","FAO Model","1000 No","67275.29","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2010","2010","6199","Value","3044","FAO Model","1000 No","68023.25","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2011","2011","6199","Value","3044","FAO Model","1000 No","67719.28","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2012","2012","6199","Value","3044","FAO Model","1000 No","67474.41","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2013","2013","6199","Value","3044","FAO Model","1000 No","68176.48","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2014","2014","6199","Value","3044","FAO Model","1000 No","68811.88","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2015","2015","6199","Value","3044","FAO Model","1000 No","69394.52","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2016","2016","6199","Value","3044","FAO Model","1000 No","69896.66","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2017","2017","6199","Value","3044","FAO Model","1000 No","70364.95","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2018","2018","6199","Value","3044","FAO Model","1000 No","70768.84","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2019","2019","6199","Value","3044","FAO Model","1000 No","72974.44","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2020","2020","6199","Value","3044","FAO Model","1000 No","68551.78","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21163","Total non-agricultural AFS employment","1","Total","2021","2021","6199","Value","3044","FAO Model","1000 No","72320.58","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2000","2000","6121","Value","3044","FAO Model","%","75.99","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2001","2001","6121","Value","3044","FAO Model","%","74.35","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2002","2002","6121","Value","3044","FAO Model","%","72.75","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2003","2003","6121","Value","3044","FAO Model","%","71.1","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2004","2004","6121","Value","3044","FAO Model","%","69.46","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2005","2005","6121","Value","3044","FAO Model","%","67.87","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2006","2006","6121","Value","3044","FAO Model","%","67.69","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2007","2007","6121","Value","3044","FAO Model","%","67.47","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2008","2008","6121","Value","3044","FAO Model","%","67.32","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2009","2009","6121","Value","3044","FAO Model","%","67.05","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2010","2010","6121","Value","3044","FAO Model","%","66.79","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2011","2011","6121","Value","3044","FAO Model","%","64.57","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2012","2012","6121","Value","3044","FAO Model","%","62.38","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2013","2013","6121","Value","3044","FAO Model","%","61.4","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2014","2014","6121","Value","3044","FAO Model","%","60.39","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2015","2015","6121","Value","3044","FAO Model","%","59.36","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2016","2016","6121","Value","3044","FAO Model","%","58.29","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2017","2017","6121","Value","3044","FAO Model","%","57.24","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2018","2018","6121","Value","3044","FAO Model","%","56.16","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2019","2019","6121","Value","3044","FAO Model","%","55.65","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2020","2020","6121","Value","3044","FAO Model","%","58.97","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21161","Share of AFS employment in total employment","1","Total","2021","2021","6121","Value","3044","FAO Model","%","58.52","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2000","2000","6121","Value","3044","FAO Model","%","78.49","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2001","2001","6121","Value","3044","FAO Model","%","78.07","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2002","2002","6121","Value","3044","FAO Model","%","77.65","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2003","2003","6121","Value","3044","FAO Model","%","77.15","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2004","2004","6121","Value","3044","FAO Model","%","76.64","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2005","2005","6121","Value","3044","FAO Model","%","76.13","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2006","2006","6121","Value","3044","FAO Model","%","76.22","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2007","2007","6121","Value","3044","FAO Model","%","76.26","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2008","2008","6121","Value","3044","FAO Model","%","76.35","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2009","2009","6121","Value","3044","FAO Model","%","76.34","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2010","2010","6121","Value","3044","FAO Model","%","76.33","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2011","2011","6121","Value","3044","FAO Model","%","75.86","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2012","2012","6121","Value","3044","FAO Model","%","75.32","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2013","2013","6121","Value","3044","FAO Model","%","75.08","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2014","2014","6121","Value","3044","FAO Model","%","74.81","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2015","2015","6121","Value","3044","FAO Model","%","74.52","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2016","2016","6121","Value","3044","FAO Model","%","74.19","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2017","2017","6121","Value","3044","FAO Model","%","73.87","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2018","2018","6121","Value","3044","FAO Model","%","73.53","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2019","2019","6121","Value","3044","FAO Model","%","73.04","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2020","2020","6121","Value","3044","FAO Model","%","75.76","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21162","Share of agricultural employment in total AFS employment","1","Total","2021","2021","6121","Value","3044","FAO Model","%","75.33","E","Estimated value","ILO Modelled Estimates"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2000","2000","6121","Value","3044","FAO Model","%","21.51","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2001","2001","6121","Value","3044","FAO Model","%","21.93","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2002","2002","6121","Value","3044","FAO Model","%","22.35","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2003","2003","6121","Value","3044","FAO Model","%","22.85","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2004","2004","6121","Value","3044","FAO Model","%","23.36","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2005","2005","6121","Value","3044","FAO Model","%","23.87","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2006","2006","6121","Value","3044","FAO Model","%","23.78","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2007","2007","6121","Value","3044","FAO Model","%","23.74","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2008","2008","6121","Value","3044","FAO Model","%","23.65","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2009","2009","6121","Value","3044","FAO Model","%","23.66","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2010","2010","6121","Value","3044","FAO Model","%","23.67","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2011","2011","6121","Value","3044","FAO Model","%","24.14","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2012","2012","6121","Value","3044","FAO Model","%","24.68","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2013","2013","6121","Value","3044","FAO Model","%","24.92","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2014","2014","6121","Value","3044","FAO Model","%","25.19","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2015","2015","6121","Value","3044","FAO Model","%","25.48","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2016","2016","6121","Value","3044","FAO Model","%","25.81","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2017","2017","6121","Value","3044","FAO Model","%","26.13","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2018","2018","6121","Value","3044","FAO Model","%","26.47","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2019","2019","6121","Value","3044","FAO Model","%","26.96","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2020","2020","6121","Value","3044","FAO Model","%","24.24","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2021","2021","6121","Value","3044","FAO Model","%","24.67","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21167","Share of non-agricultural AFS employment in total employment","1","Total","2000","2000","6121","Value","3044","FAO Model","%","16.35","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21167","Share of non-agricultural AFS employment in total employment","1","Total","2001","2001","6121","Value","3044","FAO Model","%","16.43","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21167","Share of non-agricultural AFS employment in total employment","1","Total","2002","2002","6121","Value","3044","FAO Model","%","16.5","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21167","Share of non-agricultural AFS employment in total employment","1","Total","2003","2003","6121","Value","3044","FAO Model","%","16.55","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21167","Share of non-agricultural AFS employment in total employment","1","Total","2004","2004","6121","Value","3044","FAO Model","%","16.6","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21167","Share of non-agricultural AFS employment in total employment","1","Total","2005","2005","6121","Value","3044","FAO Model","%","16.64","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","356","India","21167","Share of non-agricultural AFS employment in total employment","1","Total","2006","2006","6121","Value","3044","FAO Model","%","16.47","E","Estimated value","Interpolated"
